id	title	frequency	units
CEU2023800201	All Employees, Nonresidential Specialty Trade Contractors	Monthly	Thousands of Persons
CEU3000000001	All Employees, Manufacturing	Monthly	Thousands of Persons
CEU3000000002	Average Weekly Hours of All Employees, Manufacturing	Monthly	Hours
CEU3000000003	Average Hourly Earnings of All Employees, Manufacturing	Monthly	Dollars per Hour
CEU3000000004	Average Weekly Overtime Hours of All Employees, Manufacturing	Monthly	Hours
CEU3000000006	Production and Nonsupervisory Employees, Manufacturing	Monthly	Thousands of Persons
CEU3000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Manufacturing	Monthly	Hours
CEU3000000009	Average Weekly Overtime Hours of Production and Nonsupervisory Employees, Manufacturing	Monthly	Hours
CEU3000000010	Women Employees, Manufacturing	Monthly	Thousands of Persons
CEU3000000011	Average Weekly Earnings of All Employees, Manufacturing	Monthly	Dollars per Week
CEU3000000016	Indexes of Aggregate Weekly Hours of All Employees, Manufacturing	Monthly	Index 2007=100
CEU3000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Manufacturing	Monthly	Index 2007=100
CEU3000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Manufacturing	Monthly	Dollars per Week
CEU3000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Manufacturing	Monthly	Index 2002=100
CEU3000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Manufacturing	Monthly	Index 2002=100
CEU3100000001	All Employees, Durable Goods	Monthly	Thousands of Persons
CEU3100000002	Average Weekly Hours of All Employees, Durable Goods	Monthly	Hours
CEU3100000003	Average Hourly Earnings of All Employees, Durable Goods	Monthly	Dollars per Hour
CEU3100000004	Average Weekly Overtime Hours of All Employees, Durable Goods	Monthly	Hours
CEU3100000006	Production and Nonsupervisory Employees, Durable Goods	Monthly	Thousands of Persons
CEU3100000007	Average Weekly Hours of Production and Nonsupervisory Employees, Durable Goods	Monthly	Hours
CEU3100000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Durable Goods	Monthly	Dollars per Hour
CEU3100000009	Average Weekly Overtime Hours of Production and Nonsupervisory Employees, Durable Goods	Monthly	Hours
CEU3100000010	Women Employees, Durable Goods	Monthly	Thousands of Persons
CEU3100000011	Average Weekly Earnings of All Employees, Durable Goods	Monthly	Dollars per Week
CEU3100000016	Indexes of Aggregate Weekly Hours of All Employees, Durable Goods	Monthly	Index 2007=100
CEU3100000017	Indexes of Aggregate Weekly Payrolls of All Employees, Durable Goods	Monthly	Index 2007=100
CEU3100000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Durable Goods	Monthly	Dollars per Week
CEU3100000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Durable Goods	Monthly	Index 2002=100
CEU3100000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Durable Goods	Monthly	Index 2002=100
CEU3132100001	All Employees, Wood Products	Monthly	Thousands of Persons
CEU3132700001	All Employees, Nonmetallic Mineral Products	Monthly	Thousands of Persons
CEU3133100001	All Employees, Primary Metals	Monthly	Thousands of Persons
CEU3133200001	All Employees, Fabricated Metal Products	Monthly	Thousands of Persons
CEU3133300001	All Employees, Machinery	Monthly	Thousands of Persons
CEU3133400001	All Employees, Computer and Electronic Products	Monthly	Thousands of Persons
CEU3133410001	All Employees, Computer and Peripheral Equipment	Monthly	Thousands of Persons
CEU3133420001	All Employees, Communications Equipment	Monthly	Thousands of Persons
CEU3133440001	All Employees, Semiconductors and Electronic Components	Monthly	Thousands of Persons
CEU3133450001	All Employees, Electronic Instruments	Monthly	Thousands of Persons
CEU3133500001	All Employees, Electrical Equipment and Appliances	Monthly	Thousands of Persons
CEU3133600001	All Employees, Transportation Equipment	Monthly	Thousands of Persons
CEU3133600101	All Employees, Motor Vehicles and Parts	Monthly	Thousands of Persons
CEU3133660001	All Employees, Ship and Boat Building	Monthly	Thousands of Persons
CEU3133700001	All Employees, Furniture and Related Products	Monthly	Thousands of Persons
CEU3133900001	All Employees, Miscellaneous Durable Goods Manufacturing	Monthly	Thousands of Persons
CEU3200000001	All Employees, Nondurable Goods	Monthly	Thousands of Persons
CEU3200000002	Average Weekly Hours of All Employees, Nondurable Goods	Monthly	Hours
CEU3200000003	Average Hourly Earnings of All Employees, Nondurable Goods	Monthly	Dollars per Hour
CEU3200000004	Average Weekly Overtime Hours of All Employees, Nondurable Goods	Monthly	Hours
CEU3200000006	Production and Nonsupervisory Employees, Nondurable Goods	Monthly	Thousands of Persons
CEU3200000007	Average Weekly Hours of Production and Nonsupervisory Employees, Nondurable Goods	Monthly	Hours
CEU3200000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Nondurable Goods	Monthly	Dollars per Hour
CEU3200000009	Average Weekly Overtime Hours of Production and Nonsupervisory Employees, Nondurable Goods	Monthly	Hours
CEU3200000010	Women Employees, Nondurable Goods	Monthly	Thousands of Persons
CEU3200000011	Average Weekly Earnings of All Employees, Nondurable Goods	Monthly	Dollars per Week
CEU3200000016	Indexes of Aggregate Weekly Hours of All Employees, Nondurable Goods	Monthly	Index 2007=100
CEU3200000017	Indexes of Aggregate Weekly Payrolls of All Employees, Nondurable Goods	Monthly	Index 2007=100
CEU3200000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Nondurable Goods	Monthly	Dollars per Week
CEU3200000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Nondurable Goods	Monthly	Index 2002=100
CEU3200000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Nondurable Goods	Monthly	Index 2002=100
CEU3231100001	All Employees, Food Manufacturing	Monthly	Thousands of Persons
CEU3231200001	All Employees: Nondurable Goods: Beverages and Tobacco Products (DISCONTINUED)	Monthly	Thousands of Persons
CEU3231300001	All Employees, Textile Mills	Monthly	Thousands of Persons
CEU3231400001	All Employees, Textile Product Mills	Monthly	Thousands of Persons
CEU3231500001	All Employees, Apparel	Monthly	Thousands of Persons
CEU3231600001	All Employees: Nondurable Goods: Leather and Allied Products (DISCONTINUED)	Monthly	Thousands of Persons
CEU3232200001	All Employees, Paper and Paper Products	Monthly	Thousands of Persons
CEU3232300001	All Employees, Printing and Related Support Activities	Monthly	Thousands of Persons
CEU3232400001	All Employees, Petroleum and Coal Products	Monthly	Thousands of Persons
CEU3232500001	All Employees, Chemicals	Monthly	Thousands of Persons
CEU3232600001	All Employees, Plastics and Rubber Products	Monthly	Thousands of Persons
CEU3232900001	All Employees, Miscellaneous Nondurable Goods Manufacturing	Monthly	Thousands of Persons
CEU4000000001	All Employees, Trade, Transportation, and Utilities	Monthly	Thousands of Persons
CEU4000000002	Average Weekly Hours of All Employees, Trade, Transportation, and Utilities	Monthly	Hours
CEU4000000003	Average Hourly Earnings of All Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Hour
CEU4000000006	Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Thousands of Persons
CEU4000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Hours
CEU4000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Hour
CEU4000000010	Women Employees, Trade, Transportation, and Utilities	Monthly	Thousands of Persons
CEU4000000011	Average Weekly Earnings of All Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Week
CEU4000000016	Indexes of Aggregate Weekly Hours of All Employees, Trade, Transportation, and Utilities	Monthly	Index 2007=100
CEU4000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Trade, Transportation, and Utilities	Monthly	Index 2007=100
CEU4000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Week
CEU4000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Index 2002=100
CEU4000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Index 2002=100
CEU4142000001	All Employees, Wholesale Trade	Monthly	Thousands of Persons
CEU4142000002	Average Weekly Hours of All Employees, Wholesale Trade	Monthly	Hours
CEU4142000003	Average Hourly Earnings of All Employees, Wholesale Trade	Monthly	Dollars per Hour
CEU4142000006	Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Thousands of Persons
CEU4142000007	Average Weekly Hours of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Hours
CEU4142000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Dollars per Hour
CEU4142000010	Women Employees, Wholesale Trade	Monthly	Thousands of Persons
CEU4142000011	Average Weekly Earnings of All Employees, Wholesale Trade	Monthly	Dollars per Week
CEU4142000016	Indexes of Aggregate Weekly Hours of All Employees, Wholesale Trade	Monthly	Index 2007=100
CEU4142000017	Indexes of Aggregate Weekly Payrolls of All Employees, Wholesale Trade	Monthly	Index 2007=100
CEU4142000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Dollars per Week
CEU4142000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Index 2002=100
CEU4142000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Index 2002=100
CEU4142300001	All Employees, Durable Goods	Monthly	Thousands of Persons
CEU4142400001	All Employees, Nondurable Goods	Monthly	Thousands of Persons
CEU4142500001	All Employees, Electronic Markets and Agents and Brokers	Monthly	Thousands of Persons
CEU4200000001	All Employees, Retail Trade	Monthly	Thousands of Persons
CEU4200000002	Average Weekly Hours of All Employees, Retail Trade	Monthly	Hours
CEU4200000003	Average Hourly Earnings of All Employees, Retail Trade	Monthly	Dollars per Hour
CEU4200000006	Production and Nonsupervisory Employees, Retail Trade	Monthly	Thousands of Persons
CEU4200000007	Average Weekly Hours of Production and Nonsupervisory Employees, Retail Trade	Monthly	Hours
CEU4200000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Retail Trade	Monthly	Dollars per Hour
CEU4200000010	Women Employees, Retail Trade	Monthly	Thousands of Persons
CEU4200000011	Average Weekly Earnings of All Employees, Retail Trade	Monthly	Dollars per Week
CEU4200000016	Indexes of Aggregate Weekly Hours of All Employees, Retail Trade	Monthly	Index 2007=100
CEU4200000017	Indexes of Aggregate Weekly Payrolls of All Employees, Retail Trade	Monthly	Index 2007=100
CEU4200000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Retail Trade	Monthly	Dollars per Week
CEU4200000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Retail Trade	Monthly	Index 2002=100
CEU4200000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Retail Trade	Monthly	Index 2002=100
CEU4244100001	All Employees, Motor Vehicle and Parts Dealers	Monthly	Thousands of Persons
CEU4244110001	All Employees, Automobile Dealers	Monthly	Thousands of Persons
CEU4244200001	All Employees, Furniture and Home Furnishings Stores	Monthly	Thousands of Persons
CEU4244300001	All Employees, Electronics and Appliance Stores	Monthly	Thousands of Persons
CEU4244400001	All Employees, Building Material and Garden Supply Stores	Monthly	Thousands of Persons
CEU4244500001	All Employees, Food and Beverage Stores	Monthly	Thousands of Persons
CEU4244600001	All Employees, Health and Personal Care Stores	Monthly	Thousands of Persons
CEU4244700001	All Employees, Gasoline Stations	Monthly	Thousands of Persons
CEU4244800001	All Employees, Clothing and Clothing Accessories Stores	Monthly	Thousands of Persons
CEU4245100001	All Employees, Sporting Goods, Hobby, Book, and Music Stores	Monthly	Thousands of Persons
CEU4245200001	All Employees, General Merchandise Stores	Monthly	Thousands of Persons
CEU4245210001	All Employees: Retail Trade: Department Stores (DISCONTINUED)	Monthly	Thousands of Persons
CEU4245300001	All Employees, Miscellaneous Store Retailers	Monthly	Thousands of Persons
CEU4245400001	All Employees, Nonstore Retailers	Monthly	Thousands of Persons
CEU4300000001	All Employees, Transportation and Warehousing	Monthly	Thousands of Persons
CEU4300000002	Average Weekly Hours of All Employees, Transportation and Warehousing	Monthly	Hours
CEU4300000003	Average Hourly Earnings of All Employees, Transportation and Warehousing	Monthly	Dollars per Hour
